QueryText,KccAns
FARMER ASKED QUERY ON  CATERPILLARS CONTROL IN BLACK GRAM," RECOMMENDED TO SPRAY THIODICARB (LARVIN) 300 GR /200 LITRES OF WATER / ACRE   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి

RECOMMENDED TO SPRAY FLUBENDIAMIDE  (FAME) 40 ML /200 LITRES OF WATER / ACRE  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

RECOMMENDED TO SPRAY  NOVALURON+INDOXACARB  (PLITHORA) 350 ML / 200 LITRES OF WATER / ACRE   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
Farmer asked query on Weather,"మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది,  జల్లులు పడే అవకాశం లేదు "
FARMER ASKED ABOUT NEEM OIL DOSAGE IN BLACKGRAM,SUGGEST HIM TO SPRAY 1000ML PER ACRE
Farmer asked query on Weather,"CHANCE OF CLOUDY WEATHER IN YOUR AREA BUT NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది కానీ జల్లులు పడే అవకాశం లేదు
"
  FARMER ASKED QUERY ON HERBICIDE IN MAIZE,"RECOMMENDED  TO TEMBOTRIONE   (LAUDIS)   115 ML PER ACRE  WITH 200 LITRE WATER  (MAIZE)
 + ATRAZINE 400 GM /ACRE
"
bhindi borer management ,"ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ON LEAF FOLDER MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY  CHLORPYRIFOS  (CORABAN/PREDATOR) 500 ML/200 LITRES OF WATER / ACRE
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
Farmer asked query on Weather,"మీ ప్రాంతం లో వాతావరణం పొడిగా ఉంటుంది 
"
FARMER ASKED QUERY ON WHITE FLY MANAGEMENT IN BLACK GRAM,"RECOMMENDED TO SPRAY ACETAMIPRID(PRIDE)   40 GRAMS  /200 LITRES OF WATER /ACRE 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
" FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN  COTTON
"," RECOMMENDED DOSAGE; UREA 60KG /ACRE
POTASH ; 30KG/ACRE"
Farmer asked query on Weather,"WEATHER REPORT: 
DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT IN CHILLI,"RECOMMENDED TO SPRAY  Bayer Movento Energy (Spirotetramat 11.01% + Imidacloprid 11.01% )-200ML/200 LITRES OF WATER / ACRE-MITES & SUCKING PESTS   
                                                         OR
RECOMMENDED TO SPRAY SPIROMESIFEN (OBERON) 200ML /150 LITRES OF WATER /ACRE    స్పైరోమైసిఫెన్  200 మిల్లి లీటర్లు /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
  farmer asked query on  chilli black thrips management ,"ఎకరానికి 1 లీటరు బావేరియా బస్సియానా పిచికారీ చేయడానికి సిఫార్సు చేయబడింది
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
farmer asked about basal fertilizer application in maize ?,"recommended to apply 150 kg SSP, 45 kg UREA, 16 kg MOP per acre as basal dose "
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు 
"
FARMER ASKED QUERY ON LEAF SPOT MANAGEMENT IN CHILLI,"RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  (BLITOX)(BLUE COPPER) 60 GM /20 LITRES OF WATER / ACRE  
కాపర్ ఆక్సీక్లోరైడ్  60గ్రాములు   / 20 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
RECOMMENDED  TO SPRAY STREPTOCYCLINE   2 GRAM  / 20 LITRES OF WATER /ACRE   
స్టెఫ్టోసైక్లిన్ 2  గ్రాములు /20లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి "
farmer asked about spotted pod borer control in black gram ?,"RECOMMENDED TO SPRAY FLUBENDIAMIDE  (FAME) 40 ML /200 LITRES OF WATER / ACRE  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
RECOMMENDED TO SPRAY AZADIRHACHTIN (NEEM SEED KERNAL OIL )  1 LITRE  /200 LITRES OF WATER /ACRE 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి 
"
Farmer asked query on Weather,"CHANCE OF CLOUDY WEATHER IN YOUR AREA BUT NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది కానీ జల్లులు పడే అవకాశం లేదు
"
FARMER ASKED QUERY ON PEST CONTROL IN BITTERGOURD,"RECOMMENDED TO SPRAY AZADIRHACHTIN 5 ML / 1 LITRE OF WATER 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
"
Farmer asked query on Weather,"WEATHER REPORT : THERE IS A CHANCE OF DRY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంది
"
farmer asked about leaf folder control in groundnut ?,"RECOMMENDED TO SPRAY AZADIRHACHTIN (NEEM SEED KERNAL OIL )  1 LITRE  /200 LITRES OF WATER /ACRE 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి 
RECOMMENDED TO SPRAY    NOVALURAN  (REMON) 300 ML /200 LITRES OF WATER / ACRE  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
Farmer asked query on Weather,":THERE IS CHANCE OF CLOUDY WEATHER & SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది & వర్షం పడే అవకాశం ఉంది
"
FARMER ASKED ABOUT RIMON CHEMICAL NAME,Novaluron IS THE CHEMICAL NAME
" FARMER ASKED QUERY ON POWDERYMILDEW IN  BLACKGRAM
","RECOMMENDED TO SPRAY  HEXACONAZOLE  (CONTAF) 400 ML /200 LITRES OF WATER / ACRE  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
RECOMMENDED TO SPRAY PROPICONAZOLE (TILT) 200 ML/200 LITERS OF WATER."
"FARMER ASKED QUERY ON NUTRIENT  MANAGEMENT IN CHILLI CROP
",RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID (PLANOFIX) 50 ML/ 200 LITRES OF WATER 1 ml/ 4.5 liter of water /ACRE   పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ ) 50 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి 
FARMER ASKED QUERY ON SEED TREATMENT IN GROUND,"RECOMMENDED TO SEED TREATMENT OF GROUND NUT -
TEBUCONAZOLE   (FOLICUR)-1GR-1KG SEED OF GROUND NUT AND TRICHODERMA VIRIDAE-8GR/ 1KG SEED OF GROUND NUT AND IMIDACLOPRID-4ML/ 1KG SEED OF GROUND NUT
"
 FARMER ASKED QUERY ON SUCKING PEST IN PADDY,"RECOMMENDED TO SPRAY MONOCROTOPHOS (NUVACRON) 320 ML /200 LITRES OF WATER /ACRE 
మోనోక్రోటోపాస్  320 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ABOUT LEAF HOPPER MANAGEMENT IN MANGO,"RECOMMENDED TO SPRAY DIMETHOATE (ROGER)  400 ML /200 LITRES OF WATER /ACRE 
 డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
 FARMER ASKED QUERY ON SOWING TIME OF   CASTOR,RECOMMENDED TO SOWING TIME OF   CASTOR-OCTOBER TO NOVEMBER MONTH
FARMER ASKED QUERY ABOUT BROWN PLANT HOPPER MANAGEMENT IN PADDY.,"RECOMMENDED TO SPRAY  PYMETROZINE  (CHESS) 100 GRAMS /200 LITRES OF WATER/ ACRE       
ఫైమెట్రోజిన్  100  గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about black thrips control in chilli ?,"RECOMMENDED TO SPRAY  SPINETORAM (Delegate) 160 ML/ACRE  
"
" FARMER ASKED QUERY ON  FRUIT ROT AND DIE BACK CONTROL IN CHILLI
","RECOMMENDED TO SPRAY PROPICONAZOLE (TILT) 200 ML/200 LITERS OF WATER/ACRE
"
Farmer asked query on Weather,"WEATHER REPORT : THERE IS A CHANCE OF DRY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంది
"
FARMER ASKED QUERY ABOUT ICAR RANK CARD DETAILS FOR PG ,RECOMMENDED TO CONTACT ADMINISTRATIVE BLOCK IN THE CONCERNED UG COLLEGE FOR FURTHER DETAILS.
FARMER ASKED QUERY ABOUT JEEVAMRIT PREPARATION FOR CHILLI CROP,": 200 LITER WATER;10 KG COW DUNG ;10LIT COW URINE ;2 KG BENGAL GRAM FLOUR ;2 KG JAGARY ; 1KG RED SOIL  
 PUT ALL THE INGREDIENTS IN THE DRUM AND MIX WELL.
FERMENT IT FOR 7 DAYS AND DURING FERMENTATION MIX TWICE EVERY DAY.
AFTER 7 DAYS READY FOR USE."
"FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN COTTON

","RECOMMENDED TO SPRAY BORAX 3 GRAMS /1 LITR OF WATER  (600 GRAMS /ACRE/200 LITER WATER )
"
Farmer asked query on Weather,"DRY WEATHER, NO CHANCE OF SHOWERS IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం పొడిగా ఉంటుంది ,జల్లులు పడే అవకాశం లేదు
"
farmer asked about sowing time of groundnut ?,recommended sowing time of groundnut is in the month of NOV-DEC 15 as rabi crop 
Farmer asked query on Black Thrips Management in chilies,IPL Daman (Beauveria Bassiana) 1 kg/Acre
farmer asked about black thrips control in chilli ?,recommended to spray Broflanilide (Exponus) @ 25-34 ml per acre in 200 litres of water 
  FARMER ASKED QUERY ON WESTERN BLACK THRIPS  CONTROL IN CHILLI,RECOMMENDED TO SPRAY BASF EXPONUS (BROFLANILIDE) 34ML  /ACRE/200 LIT OF WATER
Farmer asked query on Weather,"WEATHER REPORT:
THERE IS CHANCE OF CLOUDY WEATHER IN YOUR AREA 
మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది"
WEED MANAGEMENT IN MAIZE ,RECOMMENDED TO SPRAY ATRAZINE (ATRATOP/SOLARO)  800  GRAMS/200 LITRES OF WATER PER ACRE  
CITRUS  CANKER MANAGEMENT ;-, RECOMMENDED  TO SPRAY COPPER OXY CHLORIDE  600 GRAMS +STREPTOCYCLINE   20 GRAM  / 200 LITRES OF WATER /ACRE  
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది 
"
Farmer asked query on Weather,"THERE IS A CHANCE OF CLOUDY SHOWERS IN YOUR AREA  
 మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది 
"
guava mealy bug management ," ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT CHILLIES,"RECOMMENDED TO SPRAY  FIPRONIL  +IMIDACLOPRID (POLICE, LESENTA) 100 GRAMS/200 LITRES OF WATER /ACRE  "
FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIIDHI YOJANA STATUS,"CALL IS DISCONNECTED DUE TO TECHNICAL ISSUE IN THE SYSTEM
SO PLEASE TRY LATER WE ARE AVAILABLE FROM 6 AM - 10 PM
"
Farmer asked query on Weather,మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది . వర్షం పడే అవకాశం ఉంది. 
Farmer asked query on Weather," మీ ప్రాంతములో వాతావరణం మబ్బులుగా ఉంటుంది ,జల్లులు  పడే అవకాశం ఉంది 
"
farmer asked about carbofuran granules application in Paddy nursery ?,recommended to apply carbofuran granules @ 160 g per cent nursery at 10 days after sowing 
farmer asked about fruit rot management in chilli ?,"RECOMMENDED TO SPRAY   METIRAM+PYRACLOSTROBIN (CABRIO TOP) 600 GRAMS /200 LITRES OF WATER /ACRE    
మెటిరామ్ + ఫైరక్లాస్ట్రోబిన్   600 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ON FLOWER DROP MANGEMENT IN CHILLI,"RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID (PLANOFIX)40 ML/ 200 LITRES OF WATER 1 ml/ 5 liter of water /ACRE   
పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ )40 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి 
"
farmer asked about flower and fruit development in chilli,"RECOMMENDED TO SPRAY BORAX 3 GRAMS /1 LITR OF WATER  (600 GRAMS /ACRE/200 LITER WATER )
"
FARMER ASKED QUERY ON SUCKING PEST MANAGEMENT IN CHILLIES,RECOMMENDED TO CONTACT ZERO BUDGET NATURAL OFFICER
FARMER ASKED QUERY ABOUT SOWING TIME OF CHILLI,RECOMMENDED TO SOW CHILLI IN OCTOBER-NOVEMBER.
FARMER ASKED QUERY ABOUT CROPS THAT ARE GROWN IN DECEMBER,"RECOMMENDED TO SOW TOMATO, WATERMELON, BOTTLE GOURD,PUMPKIN."
FARMER ASKED QUERY ABOUT SOWING TIME OF MAIZE ,"RECOMMENDED TO SOW MAIZE OCTOBER-NOVEMBER
IN ZERO TILLAGE METHOD UPTO DECEMBER."
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN TOMATO ,"RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID (PLANOFIX) 40 ML/ 200 LITRES OF WATER   పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ ) 40 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి 
"
